id,en,fr,es
providers.errSend,Couldn't send — is the outreach function deployed?,Envoi impossible — la fonction d'envoi est-elle déployée?,
providers.errNetwork,Couldn't reach the outreach service — try again in a moment.,Impossible de joindre le service d'envoi — réessayez dans un instant.,
resources.learn_title,Learn,Apprendre,
resources.learn_intro,Practical reads and short videos for the Québec journey — searchable by what you're facing. EN / FR.,Des lectures pratiques et de courtes vidéos pour le parcours québécois — cherchez selon ce que vous vivez. EN / FR.,
resources.learn_statReads,reads,lectures,
resources.learn_statVideos,videos,vidéos,
resources.learn_statTopics,topics,sujets,
resources.learn_samplePill,Sample library,Bibliothèque d'exemples,
resources.learn_sampleNote,Previews of what we're writing and recording now — full versions on the way.,Un aperçu de ce qu'on rédige et enregistre en ce moment — les versions complètes s'en viennent.,
resources.learn_allTopics,All topics,Tous les sujets,
resources.learn_searchPh,Search the library…,Rechercher dans la bibliothèque…,
resources.learn_startHere,START HERE,POUR COMMENCER,
resources.learn_minRead,min read,min de lecture,
resources.learn_readCta,Read →,Lire →,
resources.learn_comingSoon,Coming soon,À venir,
resources.learn_noteRead,Coming soon — we're writing this now.,À venir — en cours de rédaction.,
resources.learn_noteVideo,Coming soon — recording lands here after the session.,À venir — l'enregistrement paraîtra ici après la séance.,
resources.learn_shelfReadTitle,To read,À lire,
resources.learn_shelfReadSub,"quick answers and full playbooks, 4–10 minutes each","réponses rapides et guides complets, 4 à 10 minutes chacun",
resources.learn_shelfWatchTitle,To watch,À regarder,
resources.learn_shelfWatchSub,workshop recordings and bite-size explainers,enregistrements d'ateliers et explications brèves,
resources.learn_empty,"Nothing matches that yet — try another topic, or tell us what's missing below.","Rien ne correspond encore — essayez un autre sujet, ou dites-nous ce qui manque ci-dessous.",
resources.learn_ctaTitle,What should we cover next?,Quel sujet devrait-on aborder ensuite?,
resources.learn_ctaBody,Every topic here started as a family's question.,Chaque sujet ici est né de la question d'une famille.,
resources.learn_liveWorkshops,Live workshops →,Ateliers en direct →,
resources.learn_suggestTopic,Suggest a topic,Proposer un sujet,
resources.learn_topic_start,Getting started,Pour commencer,
resources.learn_topic_diagnosis,Diagnosis,Diagnostic,
resources.learn_topic_school,School & IEP,École et PI,
resources.learn_topic_funding,Funding,Financement,
resources.learn_topic_therapy,Therapy,Thérapie,
resources.learn_topic_daily,Daily life,Quotidien,
resources.learn_topic_sensory,Sensory,Sensoriel,
resources.learn_topic_comm,Communication,Communication,
resources.learn_featTitle,Getting an autism or ADHD diagnosis in Québec,Obtenir un diagnostic d'autisme ou de TDAH au Québec,
resources.learn_featBlurb,"Public vs private evaluation, realistic wait times, and exactly what to gather before your first appointment — so the process moves as fast as it can.","Évaluation au public ou au privé, délais réalistes, et exactement quoi rassembler avant votre premier rendez-vous — pour que le processus avance le plus vite possible.",
resources.learn_read0Title,You just got the diagnosis. Now what?,Vous venez de recevoir le diagnostic. Et maintenant?,
resources.learn_read0Blurb,"The first 30 days: what matters, what can wait, and why you don't have to figure it all out this week.","Les 30 premiers jours : ce qui compte, ce qui peut attendre, et pourquoi vous n'avez pas à tout régler cette semaine.",
resources.learn_read1Title,How to actually read an evaluation report,Comment vraiment lire un rapport d'évaluation,
resources.learn_read1Blurb,"Percentiles, standard scores and clinical language — decoded into plain parent language.","Percentiles, scores standardisés et jargon clinique — traduits en mots clairs pour les parents.",
resources.learn_read2Title,Building your child's plan d'intervention,Bâtir le plan d'intervention de votre enfant,
resources.learn_read2Blurb,"How the school's intervention plan works, the rights you have, and how to walk into the meeting prepared.","Comment fonctionne le plan d'intervention de l'école, les droits que vous avez, et comment arriver préparé à la rencontre.",
resources.learn_read3Title,"The plan d'intervention, explained","Le plan d'intervention, expliqué",
resources.learn_read3Blurb,"What Québec schools must offer, how the meeting works, and the questions that get results.","Ce que les écoles québécoises doivent offrir, comment se déroule la rencontre, et les questions qui donnent des résultats.",
resources.learn_read4Title,Switching schools or changing grades,Changer d'école ou de niveau,
resources.learn_read4Blurb,"Keeping support in place when your child moves classrooms, schools, or into a new stage.","Maintenir le soutien en place quand votre enfant change de classe, d'école ou d'étape.",
resources.learn_read5Title,"Funding therapy: allowances, credits & grants","Financer la thérapie : allocations, crédits et subventions",
resources.learn_read5Blurb,"The Supplement for Handicapped Children, the disability tax credit, and where to look when those run out.","Le Supplément pour enfant handicapé, le crédit d'impôt pour personnes handicapées, et où chercher quand ça ne suffit plus.",
resources.learn_read6Title,"Every funding source for Québec families, in one list","Toutes les sources de financement pour les familles québécoises, en une liste",
resources.learn_read6Blurb,"Federal credits, provincial allowances and foundation grants — who qualifies and how to apply.","Crédits fédéraux, allocations provinciales et subventions de fondations — qui est admissible et comment faire une demande.",
resources.learn_read7Title,Managing SLP and OT waitlists,Gérer les listes d'attente en orthophonie et en ergothérapie,
resources.learn_read7Blurb,"How CLSC and private waitlists differ, and how to run several in parallel without losing track of any.","En quoi les listes d'attente du CLSC et du privé diffèrent, et comment en gérer plusieurs en parallèle sans en perdre le fil.",
resources.learn_read8Title,Your first therapy sessions,Vos premières séances de thérapie,
resources.learn_read8Blurb,"What to bring, what to ask, and how to set goals you'll actually come back to a month later.","Quoi apporter, quoi demander, et comment fixer des objectifs que vous reprendrez vraiment un mois plus tard.",
resources.learn_read9Title,Calmer routines at home,Des routines plus calmes à la maison,
resources.learn_read9Blurb,"Small sensory and structure changes that make mornings, meals, and bedtime noticeably easier.","De petits changements sensoriels et de structure qui rendent les matins, les repas et le dodo nettement plus faciles.",
resources.learn_read10Title,Mornings without meltdowns,Des matins sans crises,
resources.learn_read10Blurb,"Visual schedules, choice points and transition warnings — small routine changes that add up.","Horaires visuels, moments de choix et avertissements de transition — de petits changements de routine qui s'additionnent.",
resources.learn_read11Title,Waiting lists: making the wait time count,Listes d'attente : mettre le temps d'attente à profit,
resources.learn_read11Blurb,What you can start at home while you wait for services — and how to stay on top of every list.,Ce que vous pouvez commencer à la maison en attendant les services — et comment suivre chaque liste.,
resources.learn_read12Title,Making sense of sensory-seeking and sensory-avoiding,Comprendre la recherche et l'évitement sensoriels,
resources.learn_read12Blurb,Why the same child can crave spinning and hate loud rooms — and what helps with each.,Pourquoi un même enfant peut adorer tourner et détester les pièces bruyantes — et ce qui aide dans chaque cas.,
resources.learn_read13Title,AAC myths that hold families back,Les mythes sur la CAA qui freinent les familles,
resources.learn_read13Blurb,Devices and picture cards don't stop speech from developing — the research says the opposite.,Les appareils et les pictogrammes n'empêchent pas le langage de se développer — la recherche dit le contraire.,
resources.learn_vid0Title,Welcome to UniqueApex — your family's home base,Bienvenue sur UniqueApex — le port d'attache de votre famille,
resources.learn_vid0Blurb,"A 4-minute tour: the passport, the Support Wheel, and how families use them day to day.","Une visite de 4 minutes : le passeport, la Roue de soutien, et comment les familles s'en servent au quotidien.",
resources.learn_vid1Title,Understanding your child's evaluation report,Comprendre le rapport d'évaluation de votre enfant,
resources.learn_vid1Blurb,Recording of our live workshop — what the scores mean and the questions to ask.,Enregistrement de notre atelier en direct — ce que signifient les scores et les questions à poser.,
resources.learn_vid2Title,The Support Wheel in 3 minutes,La Roue de soutien en 3 minutes,
resources.learn_vid2Blurb,"How petals, rings and confidence work — and why there are no alarming red zones.","Comment fonctionnent les pétales, les anneaux et la confiance — et pourquoi il n'y a pas de zones rouges alarmantes.",
resources.learn_vid3Title,Visual schedules that actually get used,Des horaires visuels qui servent vraiment,
resources.learn_vid3Blurb,"Building a morning routine board with your child, step by step.","Créer un tableau de routine du matin avec votre enfant, étape par étape.",
resources.workshops_title,Workshops,Ateliers,
resources.workshops_intro,"Live sessions and Q&As for parents — diagnosis, school, funding and daily life. Reserve a spot and we'll send the join link.","Séances en direct et questions-réponses pour les parents — diagnostic, école, financement et quotidien. Réservez une place et on vous enverra le lien de connexion.",
resources.workshops_samplePill,Sample sessions,Séances exemples,
resources.workshops_sampleNote,These are examples while we schedule the first workshops. You'll be able to reserve once they're published.,Ce sont des exemples pendant qu'on planifie les premiers ateliers. Vous pourrez réserver une fois qu'ils seront publiés.,
resources.workshops_upcoming,Upcoming,À venir,
resources.workshops_loading,Loading workshops…,Chargement des ateliers…,
resources.workshops_legend,Workshop scheduled,Atelier planifié,
resources.workshops_prevMonth,Previous month,Mois précédent,
resources.workshops_nextMonth,Next month,Mois suivant,
resources.workshops_dow0,Sun,dim,
resources.workshops_dow1,Mon,lun,
resources.workshops_dow2,Tue,mar,
resources.workshops_dow3,Wed,mer,
resources.workshops_dow4,Thu,jeu,
resources.workshops_dow5,Fri,ven,
resources.workshops_dow6,Sat,sam,
resources.workshops_durH,{n}h,{n} h,
resources.workshops_durMin,{n} min,{n} min,
resources.workshops_locMeet,Online · Google Meet,En ligne · Google Meet,
resources.workshops_locZoom,Online · Zoom,En ligne · Zoom,
resources.workshops_locPlatform,Online · UniqueApex,En ligne · UniqueApex,
